iter	MultiRMSE
804	2.017319597
805	2.017237474
806	2.017158718
807	2.016294293
808	2.015324576
809	2.015324534
810	2.014473726
811	2.012618147
812	2.011927217
813	2.001581809
814	2.001495193
815	2.000833057
816	2.000833056
817	2.000833055
818	2.000833055
819	2.000814437
820	1.99945287
821	1.999452811
822	1.997493235
823	1.995288089
824	1.994015739
825	1.991277463
826	1.99127737
827	1.991277324
828	1.991277301
829	1.991223818
830	1.988184119
831	1.988151518
832	1.988151497
833	1.988151486
834	1.988084132
835	1.987872076
836	1.987784604
837	1.986863035
838	1.979074923
839	1.978103943
840	1.970220107
841	1.970220042
842	1.970167383
843	1.967214243
844	1.960400803
845	1.960400753
846	1.959663804
847	1.958396946
848	1.957633427
849	1.957633427
850	1.95738842
851	1.957270856
852	1.957263246
853	1.957197792
854	1.956177808
855	1.956177791
856	1.956177783
857	1.956113242
858	1.955936132
859	1.955674113
860	1.955606544
861	1.955606534
862	1.955057932
863	1.95491374
864	1.954873699
865	1.954873684
866	1.95482559
867	1.95371248
868	1.953573201
869	1.953467885
870	1.953425721
871	1.950096933
872	1.94932664
873	1.94825988
874	1.948259855
875	1.948171723
876	1.944731009
877	1.94473084
878	1.942529426
879	1.94252942
880	1.942458993
881	1.941959572
882	1.941959566
883	1.941959564
884	1.941087818
885	1.941087596
886	1.941087487
887	1.93998392
888	1.93731714
889	1.937316688
890	1.934127401
891	1.934127338
892	1.934113166
893	1.931613221
894	1.931499948
895	1.930973217
896	1.930914777
897	1.930914747
898	1.928672456
899	1.928632791
900	1.928600015
901	1.92745449
902	1.904898918
903	1.904576842
904	1.904549799
905	1.903771204
906	1.889145497
907	1.889145309
908	1.888020336
909	1.883688815
910	1.883659425
911	1.878376264
912	1.87837615
913	1.875610065
914	1.875610049
915	1.87561004
916	1.872918309
917	1.872677243
918	1.870132234
919	1.87009408
920	1.870011094
921	1.869917925
922	1.869100768
923	1.869100767
924	1.859353238
925	1.853478331
926	1.853478277
927	1.845637925
928	1.845597955
929	1.845561138
930	1.845561117
931	1.84491288
932	1.839135673
933	1.839098678
934	1.838875536
935	1.838831085
936	1.838733032
937	1.838233336
938	1.838050979
939	1.838039608
940	1.838039605
941	1.838039604
942	1.836999414
943	1.832634915
944	1.830995288
945	1.830738917
946	1.830738875
947	1.828326194
948	1.828326084
949	1.828015553
950	1.82728332
951	1.827283315
952	1.827283312
953	1.825429902
954	1.825359564
955	1.823122951
956	1.822890112
957	1.822864005
958	1.822807614
959	1.822757232
960	1.820646589
961	1.813758737
962	1.792520696
963	1.785848145
964	1.782309038
965	1.782308844
966	1.78225278
967	1.782142576
968	1.782142553
969	1.782042227
970	1.781022767
971	1.781022766
972	1.762236158
973	1.762235734
974	1.756540644
975	1.75654059
976	1.755662089
977	1.755662085
978	1.754263174
979	1.754148339
980	1.754148329
981	1.745557241
982	1.745557214
983	1.745557201
984	1.745557195
985	1.745260527
986	1.745237357
987	1.744060604
988	1.744060586
989	1.742495385
990	1.742463441
991	1.742003551
992	1.741969598
993	1.741201999
994	1.741166501
995	1.741021442
996	1.740976639
997	1.740976628
998	1.740976623
999	1.737888383
1000	1.737875321
1001	1.737875318
1002	1.73707051
1003	1.737070484
1004	1.736876025
1005	1.736876019
1006	1.736876017
1007	1.736813116
1008	1.727906215
1009	1.727859739
1010	1.727859732
1011	1.727767282
1012	1.708208189
1013	1.708202761
1014	1.708202711
1015	1.708150275
1016	1.708150271
1017	1.708118357
1018	1.708118357
1019	1.708061622
1020	1.707834982
1021	1.707834975
1022	1.707834972
1023	1.707149256
1024	1.704764015
1025	1.704763833
1026	1.70471552
1027	1.704715469
1028	1.704715443
1029	1.704715431
1030	1.704676481
1031	1.702450904
1032	1.693576004
1033	1.688974902
1034	1.688911918
1035	1.685155707
1036	1.68515522
1037	1.685154979
1038	1.684502954
1039	1.684449378
1040	1.684449352
1041	1.684449339
1042	1.684449333
1043	1.684434938
1044	1.681854832
1045	1.681425959
1046	1.681425901
1047	1.6808252
1048	1.680825192
1049	1.680277688
1050	1.679949779
1051	1.679945195
1052	1.679843537
1053	1.679110515
1054	1.678795886
1055	1.678795868
1056	1.678743944
1057	1.676500218
1058	1.675716821
1059	1.675694108
1060	1.674953993
1061	1.674910585
1062	1.670584256
1063	1.670544844
1064	1.670494533
1065	1.670191159
1066	1.660781274
1067	1.660749465
1068	1.660163913
1069	1.660163753
1070	1.660129386
1071	1.660084915
1072	1.660084903
1073	1.660084898
1074	1.659784402
1075	1.658415051
1076	1.658415048
1077	1.658315926
1078	1.650011136
1079	1.648820385
1080	1.647935475
1081	1.640611848
1082	1.640542139
1083	1.637857715
1084	1.636646001
1085	1.636532145
1086	1.636532069
1087	1.636532032
1088	1.636532013
1089	1.636532004
1090	1.636532
1091	1.636506954
1092	1.63650695
1093	1.636506948
1094	1.636462355
1095	1.636462355
1096	1.63628505
1097	1.63626726
1098	1.636267259
1099	1.636267259
1100	1.633162071
1101	1.632909046
1102	1.632849274
1103	1.63281326
1104	1.630135774
1105	1.630098302
1106	1.63009829
1107	1.629865372
1108	1.629824625
1109	1.627118954
1110	1.627118905
1111	1.627093476
1112	1.627093452
1113	1.62709344
1114	1.627068973
1115	1.626883989
1116	1.62354606
1117	1.622818279
1118	1.622750762
1119	1.62275076
1120	1.618319739
1121	1.617479943
1122	1.617479817
1123	1.607260102
1124	1.607259855
1125	1.607128935
1126	1.607030833
1127	1.607030783
1128	1.606827618
1129	1.60565182
1130	1.60564205
1131	1.605527788
1132	1.605527764
1133	1.597238586
1134	1.597238547
1135	1.597238528
1136	1.597238518
1137	1.597213843
1138	1.59719809
1139	1.597198088
1140	1.593798208
1141	1.593762511
1142	1.593762503
1143	1.593742955
1144	1.593227057
1145	1.593131625
1146	1.593085372
1147	1.593085368
1148	1.591730104
1149	1.591730098
1150	1.591730095
1151	1.590703149
1152	1.590703142
1153	1.590669354
1154	1.590242407
1155	1.588058374
1156	1.588042183
1157	1.587969967
1158	1.584829528
1159	1.582671875
1160	1.582671846
1161	1.58264656
1162	1.582508216
1163	1.58220129
1164	1.581372859
1165	1.581163835
1166	1.581039615
1167	1.580330166
1168	1.57934505
1169	1.579345022
1170	1.579062383
1171	1.579062365
1172	1.578744518
1173	1.578744516
1174	1.578744515
1175	1.576687468
1176	1.576686652
1177	1.573262198
1178	1.571926542
1179	1.571726554
1180	1.566728983
1181	1.566282639
1182	1.558387037
1183	1.55838701
1184	1.558016988
1185	1.558016977
1186	1.558016972
1187	1.557664804
1188	1.557664784
1189	1.557658133
1190	1.557637111
1191	1.550659764
1192	1.550617248
1193	1.550617241
1194	1.550617238
1195	1.550458315
1196	1.550458313
1197	1.54975354
1198	1.549729701
1199	1.549054875
1200	1.549054875
1201	1.54886242
1202	1.54853057
1203	1.548495801
1204	1.548316101
1205	1.54775615
1206	1.545837868
1207	1.540218648
1208	1.540218556
1209	1.540218511
1210	1.526241488
1211	1.526156944
1212	1.52041687
1213	1.520369138
1214	1.520332889
1215	1.519672481
1216	1.51967247
1217	1.519631589
1218	1.519608513
1219	1.518889791
1220	1.518865758
1221	1.518865757
1222	1.518762347
1223	1.518746996
1224	1.497897138
1225	1.497876722
1226	1.497876716
1227	1.497876712
1228	1.496548173
1229	1.496532247
1230	1.494907781
1231	1.494890246
1232	1.494810542
1233	1.493392163
1234	1.49339213
1235	1.493381325
1236	1.493381321
1237	1.493381319
1238	1.475595694
1239	1.4755955
1240	1.47554101
1241	1.47550034
1242	1.475485382
1243	1.475253502
1244	1.475246369
1245	1.475246365
1246	1.475237096
1247	1.475162615
1248	1.475162605
1249	1.475141995
1250	1.475141992
1251	1.47493846
1252	1.47493846
1253	1.474891136
1254	1.474670893
1255	1.47465406
1256	1.47334973
1257	1.473212701
1258	1.473210441
1259	1.473185716
1260	1.470829732
1261	1.47082934
1262	1.468477906
1263	1.466677588
1264	1.466677551
1265	1.4666522
1266	1.466384492
1267	1.465883753
1268	1.463499485
1269	1.463461152
1270	1.463445279
1271	1.463445224
1272	1.463282358
1273	1.463080869
1274	1.462768594
1275	1.462701268
1276	1.460383337
1277	1.460247362
1278	1.458419196
1279	1.458388544
1280	1.458292121
1281	1.457592596
1282	1.45754823
1283	1.457235167
1284	1.457235149
1285	1.455903677
1286	1.455903662
1287	1.455782505
1288	1.455596674
1289	1.455554801
1290	1.45553912
1291	1.447528114
1292	1.447528099
1293	1.447528092
1294	1.447528088
1295	1.447400017
1296	1.436142848
1297	1.43614272
1298	1.436142656
1299	1.435550333
1300	1.434791932
1301	1.434791928
1302	1.434752536
1303	1.433226685
1304	1.433226646
1305	1.433058632
1306	1.433058596
1307	1.431091913
1308	1.430003425
1309	1.429994886
1310	1.426957374
1311	1.426624318
1312	1.425498139
1313	1.420636175
1314	1.413539051
1315	1.413292442
1316	1.413292438
1317	1.412568776
1318	1.412095282
1319	1.412010333
1320	1.412010304
1321	1.41201029
1322	1.412010283
1323	1.41201028
1324	1.412010278
1325	1.411596389
1326	1.411596389
1327	1.411139755
1328	1.411139751
1329	1.410971516
1330	1.409608705
1331	1.407412526
1332	1.4074125
1333	1.406840281
1334	1.406221141
1335	1.40297508
1336	1.402942031
1337	1.400567629
1338	1.40052445
1339	1.400524432
1340	1.400505545
1341	1.400353556
1342	1.400353549
1343	1.398780753
1344	1.398780721
1345	1.396777347
1346	1.396511062
1347	1.396510997
1348	1.396235712
1349	1.395482594
1350	1.395379118
1351	1.389676834
1352	1.389676407
1353	1.389641376
1354	1.388686744
1355	1.388686439
1356	1.388436405
1357	1.387665831
1358	1.387263437
1359	1.387090836
1360	1.38706937
1361	1.385303774
1362	1.384677078
1363	1.384677061
1364	1.38408218
1365	1.38408217
1366	1.384082165
1367	1.381221957
1368	1.381197285
1369	1.381166486
1370	1.38116648
1371	1.380989964
1372	1.380211258
1373	1.380211255
1374	1.37997067
1375	1.379970667
1376	1.379970665
1377	1.379970664
1378	1.379917801
1379	1.372912447
1380	1.372890604
1381	1.3728587
1382	1.372858662
1383	1.372279189
1384	1.372236576
1385	1.372236556
1386	1.372236546
1387	1.372236542
1388	1.372236539
1389	1.372236538
1390	1.371859566
1391	1.371822334
1392	1.3715147
1393	1.370866535
1394	1.370866532
1395	1.370843978
1396	1.370430211
1397	1.368749444
1398	1.35638434
1399	1.356335435
1400	1.356264961
1401	1.354833464
1402	1.35480579
1403	1.354805787
1404	1.354805786
1405	1.354781926
1406	1.352854211
1407	1.352820888
1408	1.352820886
1409	1.352820885
1410	1.352779958
1411	1.352779958
1412	1.348408103
1413	1.347064452
1414	1.347030234
1415	1.343589912
1416	1.339860138
1417	1.339860051
1418	1.339840093
1419	1.339355434
1420	1.339255774
1421	1.339112418
1422	1.337934932
1423	1.33792581
1424	1.337354601
1425	1.336862373
1426	1.335167741
1427	1.334920961
1428	1.327470685
1429	1.327350373
1430	1.326592646
1431	1.325783589
1432	1.325757864
1433	1.325736164
1434	1.325126993
1435	1.322073466
1436	1.322073383
1437	1.321862281
1438	1.321763618
1439	1.321763606
1440	1.321355383
1441	1.321333273
1442	1.321132519
1443	1.320870276
1444	1.320470589
1445	1.319855969
1446	1.319743379
1447	1.319589228
1448	1.319564882
1449	1.319502059
1450	1.319485639
1451	1.319380295
1452	1.319380286
1453	1.319355729
1454	1.319344108
1455	1.319323277
1456	1.319323274
1457	1.313338745
1458	1.3133387
1459	1.313334403
1460	1.313334395
1461	1.313321001
1462	1.313022369
1463	1.31294083
1464	1.312821879
1465	1.312802267
1466	1.312802262
1467	1.312793763
1468	1.311282398
1469	1.31128239
1470	1.311282385
1471	1.311282383
1472	1.310896482
1473	1.31049381
1474	1.310493807
1475	1.309496892
1476	1.309401769
1477	1.309372569
1478	1.309241282
1479	1.299174951
1480	1.299174818
1481	1.298175937
1482	1.298157964
1483	1.298071435
1484	1.297943053
1485	1.29794305
1486	1.297943049
1487	1.296249095
1488	1.296131655
1489	1.295541734
1490	1.295380294
1491	1.295380286
1492	1.295380283
1493	1.295380281
1494	1.295347612
1495	1.295326345
1496	1.295303351
1497	1.295283321
